step,density,entropy
305,0.067138671875,0.35515384920377047
306,0.067626953125,0.357004843152098
307,0.06640625,0.35236704918494266
308,0.06884765625,0.36160854082975785
309,0.067138671875,0.35515384920377047
310,0.06787109375,0.3579282921568923
311,0.06787109375,0.3579282921568923
312,0.0673828125,0.35608003036204616
313,0.0751953125,0.38501905616985543
314,0.06982421875,0.3652673271022884
315,0.07470703125,0.38324878804797546
316,0.0712890625,0.37071587046226845
317,0.072265625,0.37432220008404593
318,0.0703125,0.36708875901073373
319,0.07275390625,0.3761176530064659
320,0.07177734375,0.372521616630936
321,0.07421875,0.3814735439675174
322,0.075439453125,0.3859023335432744
323,0.0654296875,0.3486318746837918
324,0.072021484375,0.3734225516750863
325,0.063720703125,0.3420409857491396
326,0.070556640625,0.3679974996188409
327,0.071044921875,0.3698110511807337
328,0.070068359375,0.3661787029175575
329,0.065673828125,0.34956776560520875
330,0.06982421875,0.3652673271022884
331,0.067626953125,0.357004843152098
332,0.0751953125,0.38501905616985543
333,0.06689453125,0.35422629506078535
334,0.064697265625,0.34581574466838794
335,0.06787109375,0.3579282921568923
336,0.067138671875,0.35515384920377047
337,0.069580078125,0.3643546272980902
338,0.068115234375,0.3588503819262381
339,0.073486328125,0.37880128198146845
340,0.077880859375,0.39466789372814315
341,0.071044921875,0.3698110511807337
342,0.075927734375,0.3876651932970513
343,0.067138671875,0.35515384920377047
344,0.068603515625,0.36069050179416473
345,0.068603515625,0.36069050179416473
346,0.071533203125,0.3716193909148298
347,0.068603515625,0.36069050179416473
348,0.069091796875,0.3625252385046144
349,0.0712890625,0.37071587046226845
350,0.06787109375,0.3579282921568923
351,0.06787109375,0.3579282921568923
352,0.06787109375,0.3579282921568923
353,0.068359375,0.3597711169771429
354,0.0654296875,0.3486318746837918
355,0.069091796875,0.3625252385046144
356,0.06201171875,0.3353794628605749
357,0.06103515625,0.33154047088994965
358,0.0576171875,0.3179125073805167
359,0.061279296875,0.33250245566484987
360,0.059326171875,0.324764245647595
361,0.060302734375,0.32864549118229164
362,0.05615234375,0.3119778986850968
363,0.056396484375,0.3129710181942627
364,0.052001953125,0.29484099958771437
365,0.052734375,0.2979007479696459
366,0.0537109375,0.30195634654192394
367,0.04931640625,0.2834859730193628
368,0.055908203125,0.3109831566705529
369,0.051025390625,0.2907368772882412
370,0.052978515625,0.29891721112260905
371,0.050048828125,0.28660433925585993
372,0.05078125,0.2897064269060978
373,0.05322265625,0.29993196033215064
374,0.05078125,0.2897064269060978
375,0.050048828125,0.28660433925585993
376,0.05029296875,0.287640166086946
377,0.050537109375,0.2886741925581063
378,0.047607421875,0.2761451798681663
379,0.045654296875,0.26764169700907586
380,0.0439453125,0.2600976827179172
381,0.04296875,0.2557420200756248
382,0.042724609375,0.2546479046771961
383,0.042236328125,0.2524533547500979
384,0.0458984375,0.2687114368144909
385,0.045654296875,0.26764169700907586
386,0.046875,0.27297085791406983
387,0.048095703125,0.2782518960829374
388,0.05029296875,0.287640166086946
389,0.05126953125,0.2917655517835609
390,0.048583984375,0.28035109914577044
391,0.05078125,0.2897064269060978
392,0.049560546875,0.2845272511627039
393,0.049560546875,0.2845272511627039
394,0.05322265625,0.29993196033215064
395,0.0517578125,0.29381760504503396
396,0.052978515625,0.29891721112260905
397,0.050537109375,0.2886741925581063
398,0.05029296875,0.287640166086946
399,0.049072265625,0.28244286075111263
400,0.045166015625,0.26549628635691735
401,0.045654296875,0.26764169700907586
402,0.044921875,0.26442059519345
403,0.046630859375,0.2719089137855451
404,0.046630859375,0.2719089137855451
405,0.0478515625,0.27719948165752545
406,0.046142578125,0.26977921296987467
407,0.050048828125,0.28660433925585993
408,0.047607421875,0.2761451798681663
409,0.05078125,0.2897064269060978
410,0.048583984375,0.28035109914577044
411,0.051513671875,0.2927924583939032
412,0.04833984375,0.2793024322434039
413,0.04931640625,0.2834859730193628
414,0.048095703125,0.2782518960829374
415,0.051513671875,0.2927924583939032
416,0.04443359375,0.26226318956799977
417,0.049560546875,0.2845272511627039
418,0.045166015625,0.26549628635691735
419,0.04296875,0.2557420200756248
420,0.043701171875,0.2590118645853575
421,0.04296875,0.2557420200756248
422,0.042724609375,0.2546479046771961
423,0.0419921875,0.25135289699876623
424,0.040771484375,0.2458183035758431
425,0.0419921875,0.25135289699876623
426,0.041259765625,0.24803865039974854
427,0.042236328125,0.2524533547500979
428,0.04150390625,0.24914555684677808
429,0.04150390625,0.24914555684677808
430,0.042724609375,0.2546479046771961
431,0.043212890625,0.25683404435845947
432,0.042236328125,0.2524533547500979
433,0.042724609375,0.2546479046771961
434,0.043212890625,0.25683404435845947
435,0.042724609375,0.2546479046771961
436,0.045166015625,0.26549628635691735
437,0.04296875,0.2557420200756248
438,0.046875,0.27297085791406983
439,0.046142578125,0.26977921296987467
440,0.04931640625,0.2834859730193628
441,0.048828125,0.2813979057061157
442,0.0517578125,0.29381760504503396
443,0.05078125,0.2897064269060978
444,0.055908203125,0.3109831566705529
445,0.05078125,0.2897064269060978
446,0.0498046875,0.2855667037474924
447,0.052490234375,0.29688256338206587
448,0.052734375,0.2979007479696459
449,0.052978515625,0.29891721112260905
450,0.0498046875,0.2855667037474924
451,0.0517578125,0.29381760504503396
452,0.050048828125,0.28660433925585993
453,0.0498046875,0.2855667037474924
454,0.05419921875,0.303973965166326
455,0.054931640625,0.30698782939761476
456,0.057373046875,0.3169274024420683
457,0.0546875,0.3059848737138347
458,0.059326171875,0.324764245647595
459,0.056640625,0.3139625218039492
460,0.053466796875,0.30094500302051175
461,0.05419921875,0.303973965166326
462,0.050048828125,0.28660433925585993
463,0.05078125,0.2897064269060978
464,0.051025390625,0.2907368772882412
465,0.052978515625,0.29891721112260905
466,0.05322265625,0.29993196033215064
467,0.054443359375,0.3049802546459924
468,0.058349609375,0.3208583449603191
469,0.0546875,0.3059848737138347
470,0.057373046875,0.3169274024420683
471,0.056640625,0.3139625218039492
472,0.058837890625,0.3228144010633155
473,0.055908203125,0.3109831566705529
474,0.054931640625,0.30698782939761476
475,0.055908203125,0.3109831566705529
476,0.05615234375,0.3119778986850968
477,0.05712890625,0.3159407074633964
478,0.058837890625,0.3228144010633155
479,0.059814453125,0.32670792664018034
480,0.057373046875,0.3169274024420683
481,0.059326171875,0.324764245647595
482,0.053466796875,0.30094500302051175
483,0.056884765625,0.3149524160628912
484,0.052001953125,0.29484099958771437
485,0.05224609375,0.2958626497987578
486,0.05224609375,0.2958626497987578
487,0.057373046875,0.3169274024420683
488,0.054931640625,0.30698782939761476
489,0.05810546875,0.31987797239239946
490,0.056884765625,0.3149524160628912
491,0.0615234375,0.3334629455624327
492,0.057861328125,0.3188960286060576
493,0.057861328125,0.3188960286060576
494,0.059814453125,0.32670792664018034
495,0.06005859375,0.32767747055138835
496,0.056640625,0.3139625218039492
497,0.056884765625,0.3149524160628912
498,0.054931640625,0.30698782939761476
499,0.053955078125,0.30296599818353637
500,0.053955078125,0.30296599818353637
